longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity_num,rooms_per_household,bedrooms_per_room,population_per_household,Price
-122.0,40.46,35.9,552.0,126.0,517.0,168.0,5.6151,1,3.2821,0.2288,3.0752,266411.87
-123.81,34.41,25.4,2158.0,414.0,660.0,310.0,5.6422,0,6.9596,0.1919,2.1276,353073.94
-120.04,35.52,28.6,3255.0,651.0,1017.0,418.0,6.3645,1,7.7882,0.1999,2.4333,314445.7
-116.44,37.4,17.5,4789.0,979.0,496.0,188.0,5.7386,0,25.4602,0.2044,2.6346,500001.0
-117.17,37.92,43.7,2906.0,528.0,609.0,281.0,4.6488,0,10.3566,0.1815,2.1695,322060.83
-115.71,34.36,52.0,2219.0,414.0,1750.0,781.0,3.7949,2,2.8412,0.1863,2.2404,304340.8
-124.25,34.7,16.9,2060.0,414.0,1419.0,686.0,2.4383,1,3.0031,0.2012,2.0696,175969.23
-114.65,39.68,37.7,776.0,185.0,4287.0,1907.0,4.7443,1,0.407,0.2383,2.2474,231472.85
-120.92,39.41,9.7,932.0,191.0,1230.0,412.0,6.5412,2,2.2649,0.205,2.9898,268104.22
-114.41,40.44,38.9,538.0,87.0,4469.0,2119.0,8.6684,2,0.2537,0.1609,2.1085,418608.82
-121.81,41.32,23.0,1901.0,424.0,327.0,104.0,3.2909,0,18.2303,0.2231,3.1359,220933.15
-119.62,35.44,31.9,2461.0,496.0,245.0,113.0,15.0,3,21.7759,0.2016,2.1714,500001.0
-120.8,40.63,13.1,1963.0,373.0,818.0,399.0,7.6967,1,4.9157,0.1899,2.049,380063.16
-120.78,38.81,44.4,2205.0,483.0,763.0,374.0,6.9726,2,5.8952,0.2191,2.0403,333416.74
-115.89,41.55,9.8,3077.0,513.0,593.0,258.0,5.529,0,11.9081,0.1667,2.2962,337664.19
-116.86,35.1,48.4,714.0,163.0,780.0,375.0,1.2742,2,1.9022,0.2285,2.0785,93402.17
-114.39,35.08,4.1,1889.0,419.0,1982.0,977.0,6.0053,0,1.9345,0.2216,2.0289,325961.62
-118.19,39.17,15.7,2149.0,362.0,774.0,352.0,4.3775,0,6.1007,0.1685,2.1981,217121.42
-119.7,41.28,29.7,1302.0,306.0,1908.0,711.0,9.3442,0,1.832,0.2346,2.6839,349549.77
-123.45,40.3,44.8,408.0,69.0,2959.0,1067.0,4.853,1,0.3827,0.1693,2.7739,199210.7
-114.34,39.38,30.4,883.0,192.0,2007.0,702.0,9.0122,2,1.258,0.2177,2.8599,435811.3
-118.81,36.18,12.0,1267.0,237.0,925.0,363.0,3.5206,0,3.486,0.1868,2.5442,229619.25
-117.32,39.29,44.8,2008.0,453.0,779.0,338.0,4.173,0,5.9448,0.2256,2.3062,224258.43
-120.27,40.08,31.4,1851.0,288.0,3114.0,961.0,4.1379,0,1.9253,0.1558,3.2396,175615.17
-118.85,39.63,12.8,6949.0,1216.0,4162.0,1825.0,6.341,1,3.8084,0.175,2.2811,319231.35
-114.89,38.91,29.7,3500.0,690.0,1407.0,514.0,7.9223,1,6.8104,0.197,2.7373,470169.69
-122.68,32.98,35.4,1779.0,394.0,2091.0,774.0,4.6518,1,2.2998,0.2215,2.7032,278919.32
-121.41,38.75,35.7,1968.0,416.0,1801.0,622.0,7.6441,0,3.1633,0.2115,2.8949,393251.53
-122.82,37.04,37.9,4401.0,1080.0,652.0,213.0,5.6646,0,20.6768,0.2454,3.0618,435146.16
-116.4,41.59,46.7,4520.0,931.0,1206.0,526.0,2.382,0,8.5904,0.2059,2.291,151551.2
-123.73,38.25,43.1,2284.0,412.0,1463.0,481.0,7.7574,1,4.7475,0.1802,3.0404,406328.5
-123.53,38.26,32.0,6083.0,1176.0,3285.0,1396.0,2.5323,1,4.3574,0.1934,2.3528,151635.62
-121.35,41.89,2.6,964.0,152.0,971.0,461.0,1.8494,0,2.0908,0.1575,2.1061,73872.5
-119.19,33.42,39.2,1772.0,287.0,427.0,200.0,3.7077,1,8.8568,0.1617,2.1342,217124.63
-120.27,35.14,50.7,16587.0,3347.0,975.0,363.0,2.8079,0,45.6837,0.2018,2.6861,394719.16
-123.9,38.71,16.6,2973.0,736.0,946.0,423.0,6.0237,0,7.0265,0.2476,2.237,263577.34
-114.74,35.51,32.0,1638.0,286.0,601.0,252.0,6.5288,1,6.5084,0.1745,2.3894,348231.16
-114.78,35.8,40.2,1944.0,443.0,2468.0,838.0,7.0315,0,2.32,0.2277,2.9444,337523.89
-121.55,40.94,33.6,2050.0,383.0,2627.0,928.0,4.5774,1,2.2089,0.1867,2.8305,208862.52
-117.01,37.99,48.0,5819.0,891.0,149.0,59.0,3.6146,1,98.3491,0.1532,2.5117,500001.0
-118.54,33.51,25.1,3175.0,528.0,3041.0,1475.0,3.6492,1,2.1523,0.1664,2.0614,200943.22
-121.97,35.47,28.1,1711.0,363.0,1395.0,594.0,4.7365,0,2.8805,0.2122,2.3486,156109.48
-121.72,33.26,3.0,559.0,97.0,1193.0,480.0,5.6178,0,1.1646,0.1729,2.4844,242706.97
-119.42,37.77,46.9,1087.0,256.0,1639.0,703.0,8.332,0,1.5456,0.2351,2.3299,416223.34
-120.14,34.17,14.4,1886.0,352.0,272.0,90.0,2.2617,1,21.0006,0.1867,3.0277,321589.79
-121.43,40.61,50.9,1651.0,285.0,749.0,243.0,7.3446,1,6.7818,0.1726,3.078,362331.66
-116.24,37.97,11.3,3894.0,887.0,1894.0,936.0,5.6443,0,4.16,0.2279,2.0237,379966.27
-119.52,33.1,13.9,1538.0,255.0,1689.0,789.0,14.0023,0,1.9479,0.1659,2.1393,500001.0
-117.78,35.37,25.7,3252.0,798.0,835.0,342.0,5.5347,0,9.4973,0.2453,2.4399,342797.49
-122.45,38.34,34.7,645.0,112.0,1146.0,451.0,10.7067,0,1.4314,0.1738,2.5421,500001.0
-118.99,35.7,23.5,1252.0,290.0,1224.0,451.0,5.0808,0,2.7785,0.2315,2.715,245613.73
-121.16,37.37,18.9,2940.0,593.0,1509.0,614.0,5.8425,0,4.7888,0.2017,2.4581,286794.23
-119.06,41.1,28.5,7686.0,1721.0,6257.0,3075.0,5.5292,1,2.4991,0.2239,2.0347,259972.9
-116.51,35.83,49.9,1637.0,268.0,330.0,103.0,5.0576,1,15.833,0.1638,3.1936,387432.29
-116.63,35.7,50.1,3230.0,552.0,559.0,233.0,5.5391,1,13.855,0.1708,2.3965,376351.39
-120.79,40.25,17.7,4607.0,782.0,1102.0,540.0,8.2432,0,8.5295,0.1698,2.0405,376202.27
-117.38,35.54,35.7,3524.0,576.0,1594.0,724.0,9.1833,2,4.8663,0.1634,2.2016,500001.0
-114.9,33.27,37.8,3053.0,539.0,1136.0,520.0,6.059,1,5.8752,0.1765,2.1866,316697.41
-118.07,34.24,34.3,1411.0,330.0,506.0,217.0,7.6133,1,6.5023,0.234,2.3328,415938.18
-122.86,41.47,6.8,5238.0,1177.0,1613.0,784.0,3.9047,1,6.6813,0.2248,2.0582,259947.17
-117.53,41.32,28.5,719.0,130.0,1427.0,694.0,8.6179,0,1.0351,0.1806,2.0556,370310.22
-123.3,34.66,39.9,745.0,139.0,1332.0,537.0,5.0923,0,1.3861,0.1866,2.4783,224794.72
-115.59,37.75,11.2,6682.0,1493.0,696.0,312.0,8.5407,1,21.3864,0.2235,2.226,500001.0
-119.16,33.83,18.8,2329.0,541.0,1606.0,799.0,7.7276,1,2.9138,0.2324,2.0096,362896.5
-120.48,38.89,11.4,760.0,146.0,2838.0,1106.0,3.1803,0,0.6872,0.1924,2.5658,171663.6
-123.78,34.28,46.2,663.0,149.0,2149.0,798.0,4.5195,1,0.8301,0.2241,2.6912,240696.13
-120.53,33.01,44.8,644.0,133.0,442.0,142.0,5.5539,0,4.5203,0.2069,3.1056,271089.16
-115.28,40.3,9.6,7510.0,1872.0,508.0,220.0,2.3102,0,34.0795,0.2492,2.307,359963.07
-124.14,35.6,39.8,1708.0,374.0,1990.0,653.0,2.3588,0,2.616,0.2191,3.0482,124660.52
-119.58,33.56,19.6,1259.0,282.0,677.0,278.0,5.8807,0,4.5311,0.2238,2.4355,330088.46
-115.0,40.39,36.0,5654.0,1325.0,406.0,127.0,3.5052,3,44.5954,0.2343,3.2044,500001.0
-120.39,39.71,26.2,2156.0,354.0,687.0,343.0,3.3226,1,6.2852,0.1643,2.0042,226977.62
-120.05,38.97,25.1,1438.0,268.0,634.0,274.0,8.4763,1,5.2451,0.1867,2.3124,402004.12
-118.54,41.11,45.9,3799.0,757.0,883.0,275.0,13.3924,0,13.8382,0.1991,3.2151,500001.0
-119.7,37.14,33.5,2747.0,454.0,943.0,418.0,5.4037,1,6.5739,0.1653,2.2553,365863.63
-122.66,33.75,13.0,2753.0,513.0,265.0,112.0,8.3205,1,24.6645,0.1862,2.3708,469090.84
-124.16,33.12,6.6,1496.0,327.0,1320.0,580.0,9.5912,3,2.5803,0.2186,2.2768,500001.0
-118.23,35.54,48.6,966.0,169.0,1605.0,742.0,2.2005,0,1.3014,0.1751,2.1624,111378.7
-115.11,33.36,8.8,891.0,177.0,1230.0,543.0,5.9744,1,1.6422,0.1981,2.2669,241767.44
-123.28,37.58,38.4,1943.0,318.0,1719.0,574.0,9.7376,1,3.3843,0.1637,2.9941,480438.26
-122.23,32.68,26.3,1818.0,293.0,1675.0,592.0,8.5106,2,3.0704,0.1614,2.8294,428429.43
-120.63,36.72,8.1,2535.0,473.0,406.0,137.0,6.0581,1,18.5068,0.1867,2.9642,439792.37
-116.23,34.22,40.6,1343.0,299.0,1077.0,476.0,3.9009,0,2.8213,0.2227,2.2631,238779.08
-121.65,36.01,47.1,4430.0,898.0,1412.0,537.0,8.6021,0,8.2497,0.2026,2.6291,413031.66
-115.49,38.89,7.2,715.0,152.0,1401.0,438.0,5.2103,0,1.6322,0.2128,3.1985,240815.65
-123.8,35.84,4.4,2423.0,461.0,3394.0,1349.0,5.3357,0,1.7962,0.1903,2.5167,231083.21
-114.9,35.75,44.3,957.0,200.0,1520.0,593.0,2.0356,0,1.6144,0.2086,2.5659,120015.48
-118.72,41.86,26.5,1525.0,303.0,1159.0,478.0,7.4544,0,3.1907,0.1984,2.4241,317896.38
-117.74,39.3,35.4,949.0,180.0,2186.0,1055.0,3.4424,0,0.8993,0.1897,2.0716,122613.85
-120.66,37.38,23.5,1398.0,213.0,2271.0,1048.0,4.9616,0,1.3332,0.1524,2.1659,210829.52
-116.5,37.99,22.0,855.0,200.0,1155.0,522.0,4.7165,2,1.6386,0.2345,2.2134,280235.64
-122.68,38.38,16.3,897.0,220.0,3142.0,1072.0,7.4791,0,0.8369,0.2452,2.9305,349168.1
-123.86,32.77,29.7,3550.0,721.0,1269.0,611.0,2.833,0,5.8082,0.203,2.0771,238741.11
-120.38,33.3,9.2,684.0,133.0,729.0,272.0,4.0633,1,2.5099,0.1947,2.6779,226975.16
-115.78,38.65,37.6,2850.0,645.0,2310.0,897.0,4.3369,3,3.1768,0.2265,2.5751,280543.0
-116.77,35.97,29.0,3282.0,497.0,623.0,191.0,2.6822,1,17.1926,0.1513,3.2607,280321.33
-119.16,33.06,44.2,3015.0,494.0,3508.0,1509.0,9.8757,1,1.9973,0.1638,2.3241,434595.89
-118.61,35.34,48.0,1775.0,315.0,751.0,367.0,5.076,1,4.8386,0.1778,2.0466,311293.6
-123.05,33.77,46.9,842.0,133.0,496.0,174.0,2.289,0,4.8286,0.1584,2.8427,186225.59
-115.91,41.16,31.7,613.0,95.0,595.0,205.0,1.6209,3,2.9946,0.1546,2.9061,155868.36
-116.45,34.45,17.3,792.0,193.0,2045.0,693.0,6.1071,0,1.1423,0.2439,2.9519,278502.05
-117.76,33.89,19.2,795.0,134.0,653.0,236.0,4.4645,0,3.3666,0.1685,2.7668,276451.3
-119.67,38.43,34.3,2192.0,459.0,593.0,266.0,6.4817,0,8.2315,0.2093,2.2278,364232.28
-114.67,37.45,37.3,671.0,137.0,821.0,385.0,6.0201,1,1.7448,0.2039,2.1344,369571.53
-115.52,37.96,9.2,1564.0,279.0,131.0,59.0,3.5222,0,26.6648,0.1786,2.24,375241.23
-117.88,36.64,51.9,1860.0,399.0,2993.0,1083.0,2.4639,0,1.7176,0.2148,2.7641,126877.68
-120.62,36.94,6.5,1462.0,267.0,344.0,148.0,8.6501,0,9.8671,0.1825,2.3214,495686.88
-118.15,39.87,32.0,1496.0,293.0,2732.0,1150.0,5.0263,2,1.3014,0.1958,2.3766,320295.89
-118.57,34.61,28.1,4418.0,831.0,2803.0,1115.0,2.1943,0,3.9608,0.1881,2.5127,130962.6
-120.39,36.27,31.1,2565.0,618.0,1761.0,711.0,12.3598,0,3.6074,0.2411,2.4766,500001.0
-121.27,41.55,28.2,2958.0,719.0,1122.0,454.0,5.2202,0,6.51,0.243,2.4688,283660.22
-120.26,34.33,4.0,1394.0,261.0,1027.0,345.0,2.4087,1,4.0353,0.1874,2.9728,173213.78
-118.59,35.3,51.8,3131.0,547.0,4033.0,1959.0,3.1078,0,1.5987,0.1747,2.0594,173117.41
-120.05,34.34,51.0,2236.0,500.0,6811.0,2955.0,6.4101,2,0.7569,0.2237,2.305,291444.72
-121.7,32.73,27.7,2095.0,380.0,231.0,111.0,2.5031,0,18.891,0.1815,2.0864,220182.83
-116.71,35.08,11.6,1375.0,272.0,1963.0,709.0,3.1342,1,1.9386,0.1981,2.7684,118573.88
-119.01,32.98,10.3,2134.0,436.0,870.0,333.0,3.706,1,6.4114,0.2044,2.6153,185076.29
-123.67,34.0,3.9,7909.0,1967.0,6343.0,2336.0,4.9313,0,3.3853,0.2487,2.7147,283058.53
-120.65,35.95,32.2,2759.0,519.0,1359.0,639.0,6.2593,0,4.3177,0.1883,2.1274,396492.51
-115.47,32.73,25.4,5981.0,1142.0,621.0,259.0,4.9482,0,23.068,0.191,2.3935,370205.34
-116.77,39.63,22.2,483.0,76.0,551.0,191.0,2.0927,1,2.5283,0.1568,2.8861,82538.74
-121.1,40.03,27.8,1902.0,411.0,1047.0,421.0,8.393,2,4.5223,0.2163,2.4895,494051.14
-114.93,36.41,45.5,3212.0,543.0,198.0,81.0,5.334,0,39.5143,0.1691,2.4353,500001.0
-123.58,41.81,4.6,2370.0,501.0,436.0,206.0,2.451,1,11.5292,0.2114,2.1225,175617.14
-114.7,38.93,28.7,2593.0,452.0,345.0,122.0,8.3272,3,21.3054,0.1742,2.8333,500001.0
-121.88,39.54,36.8,1377.0,337.0,133.0,47.0,5.2936,2,29.275,0.2445,2.8264,500001.0
-124.26,34.35,50.5,4221.0,667.0,1833.0,602.0,7.3857,0,7.008,0.1581,3.0431,331225.24
-119.99,40.42,38.7,590.0,143.0,1969.0,646.0,4.3931,1,0.9129,0.243,3.0482,209121.91
-120.75,41.43,29.0,1628.0,334.0,2272.0,728.0,2.7645,0,2.2369,0.2051,3.121,145788.49
-118.94,34.76,40.1,1972.0,481.0,467.0,142.0,3.323,0,13.8449,0.2437,3.2796,260687.88
-116.35,39.0,51.8,1211.0,241.0,1601.0,552.0,5.3851,1,2.1949,0.1993,2.9026,254241.05
-115.89,39.57,46.3,1844.0,285.0,1076.0,378.0,3.9027,1,4.8743,0.1545,2.8444,224284.41
-120.32,35.41,5.5,457.0,78.0,477.0,197.0,3.6194,1,2.3148,0.1698,2.4156,229933.85
-120.03,37.01,30.3,730.0,135.0,795.0,280.0,1.5564,3,2.6028,0.1851,2.8359,200884.73
-122.86,33.46,41.1,4399.0,1072.0,376.0,182.0,2.6377,1,24.1078,0.2438,2.0613,275101.23
-123.87,34.17,35.3,2144.0,484.0,268.0,83.0,3.4462,1,25.8649,0.2259,3.2356,362673.9
-117.91,33.12,22.3,1387.0,291.0,555.0,214.0,6.5078,1,6.4828,0.2102,2.5963,426844.24
-123.7,37.81,17.4,3590.0,696.0,667.0,223.0,6.1426,0,16.0859,0.194,2.9882,456310.74
-116.98,38.42,33.0,4774.0,930.0,2141.0,661.0,5.9726,0,7.2188,0.1947,3.2374,347489.03
-118.94,41.16,22.0,6418.0,1381.0,625.0,235.0,7.3447,2,27.2671,0.2153,2.6571,500001.0
-122.36,37.64,21.0,483.0,107.0,2467.0,1072.0,6.4324,1,0.4502,0.222,2.3011,268760.49
-118.93,34.99,43.7,4760.0,941.0,2735.0,1316.0,2.725,1,3.6177,0.1977,2.0788,169667.26
-122.51,33.1,17.1,802.0,184.0,1257.0,385.0,4.3894,0,2.0815,0.2298,3.262,231407.23
-119.95,40.87,33.9,2233.0,452.0,764.0,352.0,5.0009,0,6.3376,0.2024,2.168,279868.82
-116.32,37.05,45.5,2774.0,559.0,489.0,162.0,7.3799,0,17.163,0.2015,3.028,405876.52
-119.71,39.48,32.7,5576.0,1198.0,543.0,204.0,2.9103,1,27.3295,0.2148,2.6629,376855.93
-122.86,32.68,26.1,2511.0,576.0,1890.0,812.0,3.7747,0,3.0939,0.2294,2.328,204748.14
-117.08,37.13,2.8,2198.0,461.0,2134.0,760.0,6.1734,0,2.8928,0.2097,2.8088,295327.94
-122.47,35.61,35.8,1006.0,244.0,837.0,403.0,4.5715,0,2.4939,0.2423,2.0747,242958.87
-116.93,32.83,51.9,555.0,132.0,1248.0,509.0,11.3895,0,1.0909,0.2377,2.4547,500001.0
-119.54,39.84,42.2,988.0,224.0,328.0,139.0,3.0232,1,7.0886,0.227,2.3531,161761.88
-119.79,37.37,33.4,4840.0,950.0,704.0,237.0,7.9057,1,20.4233,0.1962,2.9724,500001.0
-115.8,35.68,24.9,1850.0,391.0,1489.0,579.0,4.6846,1,3.1944,0.2113,2.5711,199580.95
-117.24,40.12,12.4,5784.0,1161.0,650.0,195.0,3.9768,1,29.6392,0.2007,3.3298,416888.72
-124.02,36.75,36.3,1094.0,165.0,410.0,164.0,7.349,2,6.6549,0.1506,2.4951,303474.94
-121.38,32.57,10.0,3133.0,678.0,533.0,213.0,15.0,2,14.729,0.2163,2.5056,500001.0
-115.61,41.43,46.2,2033.0,491.0,342.0,129.0,1.3238,1,15.7202,0.2416,2.6462,205172.45
-124.17,34.95,19.1,4477.0,904.0,472.0,198.0,3.6493,3,22.6602,0.2019,2.3876,374143.48
-118.88,40.36,21.4,1546.0,258.0,2086.0,939.0,2.3623,3,1.6476,0.1671,2.2229,154902.37
-117.04,40.22,12.0,1654.0,324.0,3413.0,1062.0,5.3307,0,1.5577,0.1959,3.2154,270237.4
-118.11,34.07,25.6,4239.0,637.0,4245.0,1506.0,3.9325,3,2.8137,0.1503,2.8178,240353.88
-116.71,37.0,35.7,419.0,94.0,933.0,308.0,6.8271,2,1.36,0.224,3.0289,283327.23
-117.06,32.92,16.4,1636.0,355.0,993.0,350.0,2.1961,1,4.672,0.2169,2.8361,79471.56
-117.4,35.88,36.8,565.0,122.0,2013.0,668.0,2.7532,3,0.8456,0.2152,3.0122,137722.74
-116.1,39.42,32.6,1771.0,343.0,400.0,184.0,3.832,2,9.6267,0.1934,2.1718,354629.06
-117.87,34.77,20.0,1347.0,255.0,576.0,180.0,2.9036,2,7.5018,0.1892,3.2074,276504.35
-120.31,33.64,17.0,2756.0,489.0,632.0,205.0,1.6465,0,13.4131,0.1773,3.0774,140251.54
-119.61,37.31,44.9,2506.0,605.0,3271.0,1375.0,4.4414,0,1.8219,0.2416,2.3784,143916.99
-117.15,37.59,1.6,1480.0,277.0,738.0,368.0,6.1921,0,4.0238,0.1869,2.0052,334936.95
-115.55,38.9,37.5,922.0,189.0,2880.0,1394.0,4.4597,0,0.6616,0.2055,2.066,149022.65
-121.62,39.68,22.3,1910.0,374.0,627.0,265.0,10.939,0,7.2048,0.1957,2.3641,500001.0
-120.92,39.09,37.6,4508.0,974.0,470.0,179.0,4.7719,0,25.2385,0.2161,2.6332,410963.54
-115.01,40.5,26.9,910.0,226.0,4272.0,1612.0,6.422,1,0.5647,0.2482,2.6498,310614.7
-118.54,34.64,5.3,631.0,131.0,1277.0,604.0,5.1334,1,1.0447,0.208,2.1133,219323.94
-122.55,37.9,51.1,498.0,95.0,628.0,193.0,5.8663,3,2.5831,0.1907,3.2592,320106.45
-117.69,35.93,5.4,618.0,130.0,279.0,100.0,6.0005,3,6.1883,0.2106,2.794,390084.3
-114.4,41.59,9.1,1799.0,276.0,688.0,226.0,7.9714,1,7.9677,0.1534,3.0469,337915.82
-116.08,36.68,22.4,676.0,163.0,4753.0,1620.0,3.8953,1,0.4173,0.2405,2.9341,183119.21
-116.86,41.57,49.2,1391.0,232.0,818.0,258.0,4.5787,1,5.3826,0.1668,3.1659,301477.31
-122.26,39.78,15.9,2498.0,510.0,145.0,51.0,4.748,0,49.0634,0.204,2.8438,500001.0
-115.55,39.3,30.0,407.0,77.0,788.0,275.0,4.6204,2,1.4844,0.188,2.8714,210984.37
-119.07,37.17,27.6,3608.0,848.0,2078.0,731.0,3.2806,0,4.9327,0.2351,2.8409,163353.71
-115.42,36.71,17.8,4911.0,1209.0,878.0,303.0,0.9465,0,16.2151,0.2463,2.8995,194926.89
-121.04,37.49,36.5,6669.0,1042.0,1718.0,593.0,2.5621,1,11.2491,0.1562,2.8987,255134.98
-123.73,35.3,26.6,5074.0,866.0,1519.0,704.0,6.9665,1,7.2062,0.1707,2.1577,381727.67
-119.57,41.05,30.5,9788.0,2299.0,892.0,398.0,6.0207,1,24.5983,0.2349,2.242,419027.1
-121.64,40.01,11.7,2124.0,415.0,599.0,262.0,5.362,1,8.1096,0.1954,2.2881,333771.94
-117.17,40.08,48.3,3179.0,678.0,713.0,248.0,6.0651,1,12.8264,0.2133,2.8764,405205.99
-114.74,36.62,6.6,1517.0,284.0,749.0,314.0,5.7112,1,4.8264,0.1871,2.3825,225729.91
-117.41,33.21,36.2,2875.0,585.0,307.0,138.0,13.288,0,20.7988,0.2034,2.2233,500001.0
-115.45,38.97,46.2,1991.0,352.0,1604.0,549.0,4.9911,0,3.6289,0.1767,2.9233,230811.57
-119.8,36.06,5.3,564.0,118.0,632.0,242.0,8.9101,3,2.3301,0.209,2.6074,445913.22
-116.6,40.73,2.5,631.0,122.0,2676.0,1110.0,7.3202,0,0.5685,0.1933,2.4123,316672.33
-115.89,39.88,18.0,6414.0,1399.0,3074.0,1076.0,3.9611,2,5.9585,0.2181,2.8556,210837.42
-117.21,33.91,41.3,2015.0,425.0,786.0,350.0,3.1221,1,5.7524,0.2108,2.2426,230402.23
-119.25,38.2,37.6,4886.0,798.0,1065.0,443.0,4.2243,0,11.0276,0.1634,2.4037,248764.89
-118.07,39.05,42.9,1216.0,206.0,713.0,257.0,4.6978,0,4.7256,0.169,2.7696,363918.52
-117.32,37.89,21.3,968.0,147.0,320.0,119.0,3.9927,3,8.1133,0.1523,2.6845,361297.36
-121.81,37.38,51.7,1703.0,316.0,688.0,257.0,4.7043,1,6.6333,0.1858,2.6802,240185.28
-116.22,34.68,19.7,3133.0,555.0,1094.0,431.0,3.2566,0,7.2689,0.1773,2.5383,252691.58
-114.81,34.76,42.1,4791.0,758.0,1705.0,697.0,4.1474,1,6.8745,0.1582,2.446,233624.81
-119.68,39.77,18.9,2060.0,449.0,4658.0,1843.0,5.0783,2,1.1174,0.2178,2.527,210080.84
-117.31,32.72,12.1,2857.0,633.0,666.0,220.0,4.6303,1,12.9923,0.2216,3.0271,283784.44
-116.95,39.87,18.2,1635.0,354.0,548.0,237.0,5.577,0,6.8873,0.2162,2.3091,334365.54
-117.7,37.5,10.8,5009.0,868.0,2233.0,716.0,3.9303,1,6.9937,0.1733,3.1172,190040.06
-118.86,41.35,7.6,5063.0,1078.0,121.0,40.0,3.7677,0,125.0505,0.2128,2.9985,500001.0
-115.5,41.92,19.6,1043.0,196.0,492.0,212.0,5.2531,0,4.9181,0.188,2.3203,207681.79
-119.84,38.78,8.5,2364.0,357.0,2688.0,1047.0,7.4132,0,2.2573,0.151,2.5666,345073.28
-123.74,36.42,26.6,901.0,222.0,513.0,212.0,4.8209,0,4.243,0.2468,2.415,209732.06
-115.87,37.01,2.8,3202.0,710.0,711.0,253.0,5.5586,0,12.6691,0.2218,2.8135,380270.97
-117.58,34.46,23.0,1372.0,239.0,1089.0,341.0,5.6106,1,4.0183,0.1739,3.1883,306081.79
-115.82,33.47,49.9,1035.0,187.0,1883.0,919.0,4.7428,1,1.126,0.1809,2.0495,234146.13
-122.96,37.99,19.3,434.0,104.0,1057.0,427.0,6.8857,0,1.0155,0.2398,2.4757,307362.05
-124.04,40.12,8.0,3859.0,677.0,1046.0,410.0,5.0851,1,9.4118,0.1755,2.5518,263792.15
-114.97,35.0,16.6,2069.0,330.0,830.0,404.0,9.5287,0,5.1209,0.1592,2.0541,462940.35
-122.87,36.49,41.4,2155.0,505.0,876.0,435.0,3.6382,1,4.9556,0.2341,2.0131,178972.81
-116.22,37.76,17.0,3237.0,711.0,559.0,174.0,5.3778,2,18.6256,0.2198,3.2148,393981.04
-116.08,41.08,20.6,1061.0,217.0,477.0,174.0,4.402,1,6.1072,0.2043,2.7478,252587.05
-117.23,33.84,41.2,951.0,195.0,2992.0,1279.0,4.1052,0,0.7434,0.2054,2.3393,180064.9
-123.03,34.77,14.3,2656.0,581.0,641.0,307.0,3.5731,1,8.6597,0.2188,2.0889,298364.44
-117.65,41.18,25.4,4067.0,980.0,923.0,385.0,6.9867,1,10.5712,0.2411,2.3985,387623.46
-115.42,32.91,4.2,2624.0,609.0,2363.0,1174.0,5.7762,1,2.2349,0.2322,2.0129,323032.99
-120.08,38.71,9.9,5552.0,962.0,209.0,91.0,10.9868,0,60.8778,0.1733,2.2916,500001.0
-120.2,38.56,11.7,2684.0,575.0,330.0,100.0,4.9242,1,26.9606,0.2144,3.3099,466021.26
-119.9,36.15,24.6,2583.0,561.0,1065.0,424.0,7.3002,0,6.0907,0.2171,2.5113,340474.18
-123.52,36.95,42.9,3215.0,746.0,1094.0,537.0,3.7373,1,5.9854,0.2322,2.0363,205329.02
-115.39,40.58,19.1,1537.0,371.0,312.0,105.0,4.6634,1,14.6782,0.2411,2.9768,381294.01
-115.62,34.09,20.4,758.0,118.0,250.0,122.0,2.8581,1,6.2184,0.1559,2.0528,208078.26
-114.33,34.72,16.4,1832.0,292.0,330.0,117.0,5.6448,0,15.6993,0.1594,2.8277,307758.94
-118.47,37.36,17.3,2980.0,475.0,1382.0,667.0,7.5044,2,4.4668,0.1595,2.0721,462404.12
-116.81,36.4,21.6,991.0,217.0,2036.0,859.0,10.3015,0,1.1531,0.2192,2.3697,445819.34
-122.32,37.94,46.9,676.0,164.0,1268.0,474.0,4.643,1,1.4267,0.2428,2.677,221050.85
-117.65,41.21,2.2,1088.0,226.0,256.0,124.0,5.2633,0,8.8062,0.2082,2.0741,310265.83
-117.83,41.17,32.9,4604.0,952.0,393.0,125.0,8.1779,2,36.9249,0.2068,3.1489,500001.0
-115.3,34.7,46.3,2558.0,599.0,924.0,414.0,10.31,0,6.1833,0.234,2.2338,482772.43
-116.01,35.38,22.3,1655.0,413.0,1084.0,454.0,4.0157,1,3.6483,0.2492,2.3884,171074.29
-114.93,34.07,34.2,918.0,224.0,684.0,257.0,8.3766,3,3.5718,0.2442,2.6614,402600.92
-115.63,41.27,30.9,2192.0,462.0,813.0,331.0,6.1208,0,6.6259,0.2107,2.4557,312261.63
-115.63,36.28,18.3,2058.0,514.0,1385.0,627.0,5.7954,3,3.2842,0.2497,2.2097,321058.91
-123.71,36.77,8.0,2488.0,553.0,5485.0,1774.0,11.0985,0,1.4027,0.2223,3.0919,500001.0
-115.86,40.09,12.2,10435.0,2296.0,2484.0,877.0,2.0207,2,11.902,0.2201,2.8335,161412.18
-118.25,37.37,3.9,2555.0,408.0,817.0,307.0,3.4867,0,8.3148,0.1598,2.6582,164062.38
-120.53,33.67,40.0,1112.0,200.0,955.0,426.0,4.0125,3,2.6093,0.1797,2.2397,190533.95
